ident(String),type(String),name(String),elevation_ft(String),continent(String),iso_country(String),iso_region(String),municipality(String),gps_code(String),local_code(String)
KGFK,medium_airport,Grand Forks International Airport,845.0,,US,US-ND,Grand Forks,KGFK,GFK
KGFL,medium_airport,Floyd Bennett Memorial Airport,328.0,,US,US-NY,Glens Falls,KGFL,GFL
KGFZ,small_airport,Greenfield Municipal Airport,1364.0,,US,US-IA,Greenfield,KGFZ,GFZ
KGGE,small_airport,Georgetown County Airport,39.0,,US,US-SC,Georgetown,KGGE,GGE
KGGF,small_airport,Grant Municipal Airport,3425.0,,US,US-NE,Grant,KGGF,GGF
KGGG,medium_airport,East Texas Regional Airport,365.0,,US,US-TX,Longview,KGGG,GGG
KGGI,small_airport,Grinnell Regional Airport,1008.0,,US,US-IA,Grinnell,KGGI,GGI
KGGP,small_airport,Logansport Cass County Airport,738.0,,US,US-IN,Logansport,KGGP,GGP
KGGW,medium_airport,Wokal Field Glasgow International Airport,2296.0,,US,US-MT,Glasgow,KGGW,GGW
KGHG,small_airport,Marshfield Municipal George Harlow Field,11.0,,US,US-MA,Marshfield,KGHG,GHG
KGHM,small_airport,Centerville Municipal Airport,768.0,,US,US-TN,Centerville,KGHM,GHM
KGHW,small_airport,Glenwood Municipal Airport,1393.0,,US,US-MN,Glenwood,KGHW,GHW
KGIF,small_airport,Winter Haven Regional Airport - Gilbert Field,145.0,,US,US-FL,Winter Haven,KGIF,GIF
KGJT,medium_airport,Grand Junction Regional Airport,4858.0,,US,US-CO,Grand Junction,KGJT,GJT
KGKJ,small_airport,Port Meadville Airport,1399.0,,US,US-PA,Meadville,KGKJ,GKJ
KGKT,small_airport,Gatlinburg-Pigeon Forge Airport,1014.0,,US,US-TN,Sevierville,KGKT,GKT
KGKY,small_airport,Arlington Municipal Airport,628.0,,US,US-TX,Arlington,KGKY,GKY
KGLD,medium_airport,Renner Field-Goodland Municipal Airport,3656.0,,US,US-KS,Goodland,KGLD,GLD
KGLE,small_airport,Gainesville Municipal Airport,845.0,,US,US-TX,Gainesville,KGLE,GLE
KGLH,medium_airport,Mid Delta Regional Airport,131.0,,US,US-MS,Greenville,KGLH,GLH
KGLR,small_airport,Gaylord Regional Airport,1328.0,,US,US-MI,Gaylord,KGLR,GLR
KGLS,medium_airport,Scholes International At Galveston Airport,6.0,,US,US-TX,Galveston,KGLS,GLS
KGLW,small_airport,Glasgow Municipal Airport,716.0,,US,US-KY,Glasgow,KGLW,GLW
KGLY,small_airport,Clinton Memorial Airport,822.0,,US,US-MO,Clinton,KGLY,GLY
KGMJ,small_airport,Grove Municipal Airport,831.0,,US,US-OK,Grove,KGMJ,GMJ
KGMU,medium_airport,Greenville Downtown Airport,1048.0,,US,US-SC,Greenville,KGMU,GMU
KGNB,small_airport,Granby Grand County Airport,8203.0,,US,US-CO,Granby,KGNB,GNB
KGNC,small_airport,Gaines County Airport,3315.0,,US,US-TX,Seminole,KGNC,GNC
KGNF,small_airport,Grenada Municipal Airport,208.0,,US,US-MS,Grenada,KGNF,GNF
KGNG,small_airport,Gooding Municipal Airport,3732.0,,US,US-ID,Gooding,KGNG,GNG
KGNT,small_airport,Grants-Milan Municipal Airport,6537.0,,US,US-NM,Grants,KGNT,GNT
KGNV,medium_airport,Gainesville Regional Airport,152.0,,US,US-FL,Gainesville,KGNV,GNV
KGOK,small_airport,Guthrie-Edmond Regional Airport,1069.0,,US,US-OK,Guthrie,KGOK,GOK
KGON,medium_airport,Groton New London Airport,9.0,,US,US-CT,Groton (New London),KGON,GON
KGOO,small_airport,Nevada County Airport,3152.0,,US,US-CA,Grass Valley,KGOO,GOO
KGOP,small_airport,Gatesville Municipal Airport,905.0,,US,US-TX,Gatesville,KGOP,GOP
KGOV,small_airport,Grayling Army Air Field,1158.0,,US,US-MI,Grayling,KGOV,GOV
KGPH,small_airport,Midwest National Air Center Airport,777.0,,US,US-MO,Mosby,KGPH,GPH
KGPI,medium_airport,Glacier Park International Airport,2977.0,,US,US-MT,Kalispell,KGPI,GPI
KGPM,small_airport,Grand Prairie Municipal Airport,588.0,,US,US-TX,Grand Prairie,KGPM,GPM
KGPT,large_airport,Gulfport Biloxi International Airport,28.0,,US,US-MS,Gulfport,KGPT,GPT
KGPZ,small_airport,Grand Rapids Itasca Co-Gordon Newstrom field,1355.0,,US,US-MN,Grand Rapids,KGPZ,GPZ
KGQQ,small_airport,Galion Municipal Airport,1224.0,,US,US-OH,Galion,KGQQ,GQQ
KGRB,large_airport,Austin Straubel International Airport,695.0,,US,US-WI,Green Bay,KGRB,GRB
KGRD,small_airport,Greenwood County Airport,631.0,,US,US-SC,Greenwood,KGRD,GRD
KGRE,small_airport,Greenville Airport,541.0,,US,US-IL,Greenville,KGRE,GRE
KGRF,medium_airport,Gray Army Air Field,300.0,,US,US-WA,Fort Lewis/Tacoma,KGRF,GRF
KGRI,medium_airport,Central Nebraska Regional Airport,1847.0,,US,US-NE,Grand Island,KGRI,GRI
KGRK,medium_airport,Robert Gray  Army Air Field Airport,1015.0,,US,US-TX,Fort Hood/Killeen,KGRK,GRK
KGRM,closed,Devil's Track Airport,1662.0,,US,US-MN,Grand Marias,KGRM,GRM
KGRN,small_airport,Gordon Municipal Airport,3562.0,,US,US-NE,Gordon,KGRN,GRN
KGRR,medium_airport,Gerald R. Ford International Airport,794.0,,US,US-MI,Grand Rapids,KGRR,GRR
KGSB,large_airport,Seymour Johnson Air Force Base,109.0,,US,US-NC,Goldsboro,KGSB,GSB
KGSH,small_airport,Goshen Municipal Airport,827.0,,US,US-IN,Goshen,KGSH,GSH
KGSO,large_airport,Piedmont Triad International Airport,925.0,,US,US-NC,Greensboro,KGSO,GSO
KGSP,large_airport,Greenville Spartanburg International Airport,964.0,,US,US-SC,Greenville,KGSP,GSP
KGSW,closed,Greater Southwest International Airport-Amon Carter Field,568.0,,US,US-TX,Fort Worth,KGSW,GSW
KGTB,medium_airport,Wheeler Sack Army Air Field,688.0,,US,US-NY,Fort Drum,KGTB,GTB
KGTE,small_airport,Gothenburg Municipal Airport,2559.0,,US,US-NE,Gothenburg,KGTE,GTE
KGTF,medium_airport,Great Falls International Airport,3680.0,,US,US-MT,Great Falls,KGTF,GTF
KGTG,small_airport,Grantsburg Municipal Airport,927.0,,US,US-WI,Grantsburg,KGTG,GTG
KGTR,medium_airport,Golden Triangle Regional Airport,264.0,,US,US-MS,Columbus/W Point/Starkville,KGTR,GTR
KGTU,small_airport,Georgetown Municipal Airport,790.0,,US,US-TX,Georgetown,KGTU,GTU
KGUC,small_airport,Gunnison Crested Butte Regional Airport,7680.0,,US,US-CO,Gunnison,KGUC,GUC
KGUP,medium_airport,Gallup Municipal Airport,6472.0,,US,US-NM,Gallup,KGUP,GUP
KGUS,large_airport,Grissom Air Reserve Base,812.0,,US,US-IN,Peru,KGUS,GUS
KGUY,medium_airport,Guymon Municipal Airport,3123.0,,US,US-OK,Guymon,KGUY,GUY
KGVL,small_airport,Lee Gilmer Memorial Airport,1276.0,,US,US-GA,Gainesville,KGVL,GVL
KGVQ,small_airport,Genesee County Airport,914.0,,US,US-NY,Batavia,KGVQ,GVQ
KGVT,small_airport,Majors Airport,535.0,,US,US-TX,Greenville,KGVT,GVT
KGVW,closed,Richards-Gebaur Air Force Base,1093.0,,US,US-MO,Belton,KGVW,
KGW,small_airport,Kagi Airport,4200.0,OC,PG,PG-CPM,Kagi,AYKQ,KAGI
KGWB,small_airport,De Kalb County Airport,880.0,,US,US-IN,Auburn,KGWB,GWB
KGWN,heliport,Winn Army Community Hospital Helipad,82.0,,US,US-GA,Fort Stewart,KGWN,
KGWO,medium_airport,Greenwood鈥揕eflore Airport,162.0,,US,US-MS,Greenwood,KGWO,GWO
KGWR,small_airport,Gwinner Roger Melroe Field,1266.0,,US,US-ND,Gwinner,KGWR,GWR
KGWS,small_airport,Glenwood Springs Municipal Airport,5916.0,,US,US-CO,Glenwood Springs,KGWS,GWS
KGWW,small_airport,Goldsboro-Wayne Municipal Airport,134.0,,US,US-NC,Goldsboro,KGWW,GWW
KGX,small_airport,Grayling Airport,99.0,,US,US-AK,Grayling,PAGX,KGX
KGXY,small_airport,Greeley鈥揥eld County Airport,4697.0,,US,US-CO,Greeley,KGXY,GXY
KGYB,small_airport,Giddings Lee County Airport,485.0,,US,US-TX,Giddings,KGYB,GYB
KGYH,small_airport,Donaldson Field Airport,955.0,,US,US-SC,Greenville,KGYH,GYH
KGYI,small_airport,North Texas Regional Airport/Perrin Field,749.0,,US,US-TX,Sherman/Denison,KGYI,GYI
KGYL,small_airport,Glencoe Municipal Airport,992.0,,US,US-MN,Glencoe,KGYL,GYL
KGYR,small_airport,Phoenix Goodyear Airport,968.0,,US,US-AZ,Goodyear,KGYR,GYR
KGYY,medium_airport,Gary Chicago International Airport,591.0,,US,US-IN,Gary,KGYY,GYY
KGZ,small_airport,Glacier Creek Airport,2380.0,,US,US-AK,Glacier Creek,KGZ,KGZ
KGZH,small_airport,Evergreen Regional Airport/Middleton Field,259.0,,US,US-AL,Evergreen,KGZH,GZH
KGZN,small_airport,Gregory M. Simmons Memorial Airport,1711.0,,US,US-TX,Cisco,KGZN,GZN
KGZS,small_airport,Abernathy Field,685.0,,US,US-TN,Pulaski,KGZS,GZS
KH04,small_airport,Vinita Municipal Airport,696.0,,US,US-OK,Vinita,KH04,H04
KH05,small_airport,Wilburton Municipal Airport,670.0,,US,US-OK,Wilburton,KH05,H05
KH17,small_airport,Buffalo Municipal Airport,1154.0,,US,US-MO,Buffalo,KH17,H17
KH19,small_airport,Bowling Green Municipal Airport,886.0,,US,US-MO,Bowling Green,KH19,H19
KH21,small_airport,Camdenton Memorial Airport,1062.0,,US,US-MO,Camdenton,KOZS,OZS
KH34,small_airport,Huntsville Municipal Airport,1749.0,,US,US-AR,Huntsville,KH34,H34
KH35,small_airport,Clarksville Municipal Airport,481.0,,US,US-AR,Clarksville,KH35,H35
KH37,small_airport,Herlong Airport,4055.0,,US,US-CA,Herlong,H37,H37
KH58,small_airport,Owen Field,1600.0,,US,US-MO,Seymour,KH58,H58
KH68,small_airport,Hefner Easley Airport,609.0,,US,US-OK,Wagoner,KH68,H68
KH70,small_airport,Stratford Field,3668.0,,US,US-TX,Stratford,KH70,H70
KH71,small_airport,Mid America Industrial Airport,622.0,,US,US-OK,Pryor,KH71,H71
KH76,small_airport,Pawhuska Municipal Airport,1000.0,,US,US-OK,Pawhuska,KH76,H76
KH79,small_airport,Eldon Model Airpark,909.0,,US,US-MO,Eldon,KH79,H79
KH88,small_airport,A Paul Vance Fredericktown Regional Airport,880.0,,US,US-MO,Fredericktown,,H88
KH92,small_airport,Hominy Municipal Airport,825.0,,US,US-OK,Hominy,KH92,H92
KH96,small_airport,Benton Municipal Airport,444.0,,US,US-IL,Benton,KH96,H96
KHAB,small_airport,Marion County Rankin Fite Airport,436.0,,US,US-AL,Hamilton,KHAB,HAB
KHAE,small_airport,Hannibal Regional Airport,769.0,,US,US-MO,Hannibal,KHAE,HAE
KHAF,small_airport,Half Moon Bay Airport,66.0,,US,US-CA,Half Moon Bay,KHAF,HAF
KHAI,small_airport,Three Rivers Municipal Dr Haines Airport,824.0,,US,US-MI,Three Rivers,KHAI,HAI
KHAO,small_airport,Butler Co Regional Airport - Hogan Field,633.0,,US,US-OH,Hamilton,KHAO,HAO
KHAX,closed,Hatbox Field,627.0,,US,US-OK,Muskogee,KHAX,HAX
KHBC,small_airport,Mohall Municipal Airport,1649.0,,US,US-ND,Mohall,KHBC,HBC
KHBG,medium_airport,Hattiesburg Bobby L Chain Municipal Airport,151.0,,US,US-MS,Hattiesburg,KHBG,HBG
KHBI,small_airport,Asheboro Regional Airport,671.0,,US,US-NC,Asheboro,KHBI,HBI
KHBR,medium_airport,Hobart Regional Airport,1563.0,,US,US-OK,Hobart,KHBR,HBR
KHBV,small_airport,Jim Hogg County Airport,663.0,,US,US-TX,Hebbronville,KHBV,HBV
KHBW,closed,Joshua Sanford Field,938.0,,US,US-WI,Hillsboro,,
KHBZ,small_airport,Heber Springs Municipal Airport,632.0,,US,US-AR,Heber Springs,KHBZ,HBZ
KHCD,small_airport,Hutchinson Municipal Butler Field,1062.0,,US,US-MN,Hutchinson,KHCD,HCD
KHCO,small_airport,Hallock Municipal Airport,819.0,,US,US-MN,Hallock,KHCO,HCO
KHDC,small_airport,Hammond Northshore Regional Airport,47.0,,US,US-LA,Hammond,KHDC,HDC
KHDE,small_airport,Brewster Field,2313.0,,US,US-NE,Holdrege,KHDE,HDE
KHDI,closed,Hardwick Field,874.0,,US,US-TN,Cleveland,,
KHDN,small_airport,Yampa Valley Airport,6606.0,,US,US-CO,Hayden,KHDN,HDN
KHDO,small_airport,South Texas Regional Airport at Hondo,930.0,,US,US-TX,Hondo,KHDO,HDO
KHEE,small_airport,Thompson-Robbins Airport,242.0,,US,US-AR,Helena/West Helena,KHEE,HEE
KHEF,small_airport,Manassas Regional Airport/Harry P. Davis Field,192.0,,US,US-VA,Manassas,KHEF,HEF
KHEG,small_airport,Herlong Airport,87.0,,US,US-FL,Jacksonville,KHEG,HEG
KHEI,small_airport,Hettinger Municipal Airport,2705.0,,US,US-ND,Hettinger,KHEI,HEI
KHEQ,small_airport,Holyoke Airport,3730.0,,US,US-CO,Holyoke,KHEQ,HEQ
KHEZ,small_airport,Hardy-Anders Field / Natchez-Adams County Airport,272.0,,US,US-MS,Natchez,KHEZ,HEZ
KHFD,medium_airport,Hartford Brainard Airport,18.0,,US,US-CT,Hartford,KHFD,HFD
KHFF,small_airport,Mackall Army Air Field,376.0,,US,US-NC,Camp Mackall,KHFF,HFF
KHFJ,small_airport,Monett Municipal Airport,1314.0,,US,US-MO,Monett,KHFJ,HFJ
KHFY,small_airport,Indy South Greenwood Airport,822.0,,US,US-IN,Indianapolis,KHFY,HFY
KHGR,medium_airport,Hagerstown Regional Richard A Henson Field,703.0,,US,US-MD,Hagerstown,KHGR,HGR
KHHF,small_airport,Hemphill County Airport,2396.0,,US,US-TX,Canadian,KHHF,HHF
KHHG,small_airport,Huntington Municipal Airport,806.0,,US,US-IN,Huntington,KHHG,HHG
KHHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,66.0,,US,US-CA,Hawthorne,KHHR,HHR
KHHW,small_airport,Stan Stamper Municipal Airport,572.0,,US,US-OK,Hugo,KHHW,HHW
KHIB,large_airport,Range Regional Airport,1354.0,,US,US-MN,Hibbing,KHIB,HIB
KHIE,small_airport,Mount Washington Regional Airport,1074.0,,US,US-NH,Whitefield,KHIE,HIE
KHIF,medium_airport,Hill Air Force Base,4789.0,,US,US-UT,Ogden,KHIF,HIF
KHIG,small_airport,Higginsville Industrial Municipal Airport,840.0,,US,US-MO,Higginsville,KHIG,HIG
KHII,small_airport,Lake Havasu City Airport,783.0,,US,US-AZ,Lake Havasu City,KHII,HII
KHIO,medium_airport,Portland Hillsboro Airport,208.0,,US,US-OR,Portland,KHIO,HIO
KHJH,small_airport,Hebron Municipal Airport,1466.0,,US,US-NE,Hebron,KHJH,HJH
KHJO,small_airport,Hanford Municipal Airport,240.0,,US,US-CA,Hanford,KHJO,HJO
KHKA,small_airport,Blytheville Municipal Airport,255.0,,US,US-AR,Blytheville,KHKA,HKA
KHKS,small_airport,Hawkins Field,341.0,,US,US-MS,Jackson,KHKS,HKS
KHKY,medium_airport,Hickory Regional Airport,1190.0,,US,US-NC,Hickory,KHKY,HKY
KHL,closed,Khan Jahan Ali Airport,21.0,AS,BD,BD-4,Khulna,,
KHLB,small_airport,Hillenbrand Industries Airport,973.0,,US,US-IN,Batesville,KHLB,HLB
KHLC,small_airport,Hill City Municipal Airport,2238.0,,US,US-KS,Hill City,KHLC,HLC
KHLG,medium_airport,Wheeling Ohio County Airport,1195.0,,US,US-WV,Wheeling,KHLG,HLG
KHLM,small_airport,Park Township Airport,603.0,,US,US-MI,Holland,KHLM,HLM
KHLN,medium_airport,Helena Regional Airport,3877.0,,US,US-MT,Helena,KHLN,HLN
KHLR,medium_airport,Hood Army Air Field,924.0,,US,US-TX,Fort Hood(Killeen),KHLR,HLR
KHLX,small_airport,Twin County Airport,2693.0,,US,US-VA,Galax Hillsville,KHLX,HLX
KHMJ,closed,Homer Airport,669.0,,US,US-IL,,KHMJ,
KHMN,large_airport,Holloman Air Force Base,4093.0,,US,US-NM,Alamogordo,KHMN,HMN
KHMT,small_airport,Hemet Ryan Airport,1512.0,,US,US-CA,Hemet,KHMT,HMT
KHMY,heliport,Muldrow Army Heliport,1087.0,,US,US-OK,Lexington,KHMY,HMY
KHMZ,small_airport,Bedford County Airport,1162.0,,US,US-PA,Bedford,KHMZ,HMZ
KHNB,small_airport,Huntingburg Airport,529.0,,US,US-IN,Huntingburg,KHNB,HNB
KHND,small_airport,Henderson Executive Airport,2492.0,,US,US-NV,Las Vegas,KHND,HND
KHNR,small_airport,Harlan Municipal Airport,1231.0,,US,US-IA,Harlan,KHNR,HNR
KHNZ,small_airport,Henderson Oxford Airport,526.0,,US,US-NC,Oxford,KHNZ,HNZ
KHOB,medium_airport,Lea County Regional Airport,3661.0,,US,US-NM,Hobbs,KHOB,HOB
KHOC,small_airport,Highland County Airport,977.0,,US,US-OH,Hillsboro,KHOC,HOC
KHOE,small_airport,Homerville Airport,186.0,,US,US-GA,Homerville,KHOE,HOE
KHON,medium_airport,Huron Regional Airport,1289.0,,US,US-SD,Huron,KHON,HON
KHOP,medium_airport,Campbell AAF (Fort Campbell) Air Field,573.0,,US,US-KY,Fort Campbell/Hopkinsville,KHOP,HOP
KHOT,medium_airport,Memorial Field,540.0,,US,US-AR,Hot Springs,KHOT,HOT
KHOU,large_airport,William P Hobby Airport,46.0,,US,US-TX,Houston,KHOU,HOU
KHPN,medium_airport,Westchester County Airport,439.0,,US,US-NY,White Plains,KHPN,HPN
KHPT,small_airport,Hampton Municipal Airport,1176.0,,US,US-IA,Hampton,KHPT,HPT
KHPY,small_airport,Baytown Airport,34.0,,US,US-TX,Baytown,KHPY,HPY
KHQG,small_airport,Hugoton Municipal Airport,3134.0,,US,US-KS,Hugoton,KHQG,HQG
KHQM,medium_airport,Bowerman Airport,18.0,,US,US-WA,Hoquiam,KHQM,HQM
KHQU,small_airport,Thomson-McDuffie County Airport,501.0,,US,US-GA,Thomson,KHQU,HQU
KHQZ,small_airport,Mesquite Metro Airport,447.0,,US,US-TX,Mesquite,KHQZ,HQZ
KHRI,small_airport,Hermiston Municipal Airport,644.0,,US,US-OR,Hermiston,KHRI,HRI
KHRJ,small_airport,Harnett Regional Jetport Airport,202.0,,US,US-NC,Erwin,KHRJ,HRJ
KHRL,medium_airport,Valley International Airport,36.0,,US,US-TX,Harlingen,KHRL,HRL
KHRO,medium_airport,Boone County Airport,1365.0,,US,US-AR,Harrison,KHRO,HRO
KHRT,medium_airport,Hurlburt Field,38.0,,US,US-FL,Mary Esther,KHRT,HRT
KHRU,small_airport,Herington Regional Airport,1480.0,,US,US-KS,Herington,KHRU,HRU
KHRX,small_airport,Hereford Municipal Airport,3788.0,,US,US-TX,Hereford,KHRX,HRX
KHSA,small_airport,Stennis International Airport,23.0,,US,US-MS,Bay St Louis,KHSA,HSA
KHSB,small_airport,Harrisburg-Raleigh Airport,398.0,,US,US-IL,Harrisburg,KHSB,HSB
KHSD,small_airport,Sundance Airpark,1193.0,,US,US-OK,Oklahoma City,KHSD,HSD
KHSE,small_airport,Billy Mitchell Airport,17.0,,US,US-NC,Hatteras,KHSE,HSE
KHSG,small_airport,Hot Springs County Airport,4895.0,,US,US-WY,Thermopolis,KHSG,HSG
KHSI,small_airport,Hastings Municipal Airport,1961.0,,US,US-NE,Hastings,KHSI,HSI
KHSP,small_airport,Ingalls Field,3793.0,,US,US-VA,Hot Springs,KHSP,HSP
KHSR,small_airport,Hot Springs Municipal Airport,3150.0,,US,US-SD,Hot Springs,KHSR,HSR
KHST,medium_airport,Homestead ARB Airport,5.0,,US,US-FL,Homestead,KHST,HST
KHSV,large_airport,Huntsville International Carl T Jones Field,629.0,,US,US-AL,Huntsville,KHSV,HSV
KHTH,small_airport,Hawthorne Industrial Airport,4215.0,,US,US-NV,Hawthorne,KHTH,HTH
KHTL,small_airport,Roscommon County - Blodgett Memorial Airport,1150.0,,US,US-MI,Houghton Lake,KHTL,HTL
KHTO,small_airport,East Hampton Airport,55.0,,US,US-NY,East Hampton,KHTO,HTO
KHTS,large_airport,Tri-State/Milton J. Ferguson Field,828.0,,US,US-WV,Huntington,KHTS,HTS
KHTW,small_airport,Lawrence County Airpark,568.0,,US,US-OH,Chesapeake/Huntington Wva,KHTW,HTW
KHUA,medium_airport,Redstone Army Air Field,684.0,,US,US-AL,Redstone Arsnl Huntsville,KHUA,HUA
KHUF,medium_airport,"Terre Haute Regional Airport, Hulman Field",589.0,,US,US-IN,Terre Haute,KHUF,HUF
KHUL,medium_airport,Houlton International Airport,489.0,,US,US-ME,Houlton,KHUL,HUL
KHUM,small_airport,Houma Terrebonne Airport,10.0,,US,US-LA,Houma,KHUM,HUM
KHUT,medium_airport,Hutchinson Municipal Airport,1543.0,,US,US-KS,Hutchinson,KHUT,HUT
KHVC,small_airport,Hopkinsville Christian County Airport,564.0,,US,US-KY,Hopkinsville,KHVC,HVC
KHVE,small_airport,Hanksville Airport,4444.0,,US,US-UT,Hanksville,KHVE,HVE
KHVN,medium_airport,Tweed New Haven Airport,12.0,,US,US-CT,New Haven,KHVN,HVN
KHVR,medium_airport,Havre City County Airport,2591.0,,US,US-MT,Havre,KHVR,HVR
KHVS,small_airport,Hartsville Regional Airport,364.0,,US,US-SC,Hartsville,KHVS,HVS
KHWC,closed,Bryan Airport,771.0,,US,US-OH,,KHWC,HWC
KHWD,small_airport,Hayward Executive Airport,52.0,,US,US-CA,Hayward,KHWD,HWD
KHWO,small_airport,North Perry Airport,8.0,,US,US-FL,Hollywood,KHWO,HWO
KHWQ,small_airport,Wheatland County At Harlowton Airport,4311.0,,US,US-MT,Harlowton,KHWQ,HWQ
KHWV,small_airport,Brookhaven Airport,81.0,,US,US-NY,Shirley,KHWV,HWV
KHWY,small_airport,Warrenton Fauquier Airport,336.0,,US,US-VA,Warrenton,KHWY,HWY
KHXD,small_airport,Hilton Head Airport,19.0,,US,US-SC,Hilton Head Island,KHXD,HXD
KHXF,small_airport,Hartford Municipal Airport,1069.0,,US,US-WI,Hartford,KHXF,HXF
KHYA,medium_airport,Barnstable Municipal Boardman Polando Field,54.0,,US,US-MA,Hyannis,KHYA,HYA
KHYI,medium_airport,San Marcos Regional Airport,597.0,,US,US-TX,San Marcos,KHYI,HYI
KHYR,medium_airport,Sawyer County Airport,1216.0,,US,US-WI,Hayward,KHYR,HYR
KHYS,medium_airport,Hays Regional Airport,1999.0,,US,US-KS,Hays,KHYS,HYS
KHYW,small_airport,Conway Horry County Airport,35.0,,US,US-SC,Conway,KHYW,HYW
KHYX,small_airport,Saginaw County H.W. Browne Airport,601.0,,US,US-MI,Saginaw,KHYX,HYX
KHZD,small_airport,Carroll County Airport,497.0,,US,US-TN,Huntingdon,KHZD,HZD
KHZE,small_airport,Mercer County Regional Airport,1814.0,,US,US-ND,Hazen,KHZE,HZE
KHZL,small_airport,Hazleton Municipal Airport,1603.0,,US,US-PA,Hazleton,KHZL,HZL
KHZR,small_airport,False River Regional Airport,40.0,,US,US-LA,New Roads,KHZR,HZR
KHZX,small_airport,Isedor Iverson Airport,1228.0,,US,US-MN,Mc Gregor,KHZX,HZX
KHZY,small_airport,Northeast Ohio Regional Airport,924.0,,US,US-OH,Ashtabula,KHZY,HZY
KI-0001,closed,Hawkins Field (Tarawa),,OC,KI,KI-G,Tarawa,,
KI06,small_airport,City of Tulia-Swisher County Municipal Airport,3503.0,,US,US-TX,Tulia,KI06,I06
KI10,small_airport,Noble County Airport,879.0,,US,US-OH,Caldwell,KI10,I10
KI12,small_airport,Sidney Municipal Airport,1044.0,,US,US-OH,Sidney,KSCA,SCA
KI16,small_airport,Kee Field,1783.0,,US,US-WV,Pineville,KI16,I16
KI17,small_airport,Piqua Airport-Hartzell Field,994.0,,US,US-OH,Piqua,KI17,I17
KI18,small_airport,Jackson County Airport,758.0,,US,US-WV,Ravenswood,KI18,I18
KI22,small_airport,Randolph County Airport,1119.0,,US,US-IN,Winchester,KI22,I22
KI23,small_airport,Fayette County Airport,980.0,,US,US-OH,Washington Court House,KI23,I23
KI34,small_airport,Greensburg Municipal Airport,912.0,,US,US-IN,Greensburg,KI34,I34
KI35,small_airport,Tucker Guthrie Memorial Airport,1551.0,,US,US-KY,Harlan,KI35,I35
KI39,small_airport,Madison Airport,1002.0,,US,US-KY,Richmond,KI39,I39
KI40,small_airport,Richard Downing Airport,979.0,,US,US-OH,Coshocton,I40,I40
KI43,small_airport,James A Rhodes Airport,726.0,,US,US-OH,Jackson,KI43,I43
KI50,small_airport,Stanton Airport,651.0,,US,US-KY,Stanton,KI50,I50
KI53,small_airport,Liberty-Casey County Airport,1040.0,,US,US-KY,Liberty,53KT,53KT
KI54,small_airport,Mad River Airpark,958.0,,US,US-OH,Tremont City,,I54
KI58,small_airport,Santa Rosa Route 66 Airport,4792.0,,US,US-NM,Santa Rosa,KSXU,SXU
KI63,small_airport,Mount Sterling Municipal Airport,734.0,,US,US-IL,Mount Sterling,KI63,I63
KI64,small_airport,Wakeman Airport,848.0,,US,US-OH,Wakeman,KI64,I64
KI66,small_airport,Clinton Field,1033.0,,US,US-OH,Wilmington,KI66,I66
KI67,small_airport,Cincinnati West Airport,584.0,,US,US-OH,Harrison,KI67,I67
KI68,small_airport,Warren County Airport/John Lane Field,898.0,,US,US-OH,Lebanon,I68,I68
KI69,small_airport,Clermont County Airport,843.0,,US,US-OH,Batavia,KI69,I69
KI71,small_airport,Morgan County Airport,1000.0,,US,US-OH,Mc Connelsville,KI71,I71
KI73,small_airport,Moraine Air Park,720.0,,US,US-OH,Dayton,KI73,I73
KI74,small_airport,Grimes Field,1068.0,,US,US-OH,Urbana,KI74,I74
KI75,small_airport,Osceola Municipal Airport,1110.0,,US,US-IA,Osceola,KI75,I75
KI76,small_airport,Peru Municipal Airport,779.0,,US,US-IN,Peru,KI76,I76
KI86,small_airport,Perry County Airport,1051.0,,US,US-OH,New Lexington,KI86,I86
KI93,small_airport,Breckinridge County Airport,735.0,,US,US-KY,Hardinsburg,KI93,I93
KI95,small_airport,Hardin County Airport,1024.0,,US,US-OH,Kenton,KI95,I95
KIA,closed,Kaiapit Airport,1030.0,OC,PG,PG-MPL,Kaiapit,,
KIAB,medium_airport,Mc Connell Air Force Base,1371.0,,US,US-KS,Wichita,KIAB,IAB
KIAD,large_airport,Washington Dulles International Airport,312.0,,US,US-DC,Washington,KIAD,IAD
KIAG,medium_airport,Niagara Falls International Airport,589.0,,US,US-NY,Niagara Falls,KIAG,IAG
KIAH,large_airport,George Bush Intercontinental Houston Airport,97.0,,US,US-TX,Houston,KIAH,IAH
KIB,seaplane_base,Ivanof Bay Seaplane Base,0.0,,US,US-AK,Ivanof Bay,KIB,KIB
KIBM,small_airport,Kimball Municipal Robert E Arraj Field,4926.0,,US,US-NE,Kimball,KIBM,IBM
